Identifiant;Joueurs;Argent;Pari;Victoire;Defaite;Gains;Moderateur
2100851;100;223,90994;2,09;64,329994;12,92;275,32;0
2100852;97;201,84;1,38;22,010006;67,67999;156,17003;0
2100853;92;215,62997;1;0;215,62997;0;0
2100854;93;200,18001;1,84;39,930008;22,06;218,05002;0
2100855;99;219,93;11,55;90,20002;0,5;309,63007;0
2100856;102;240,04999;1,1;1,9599996;206,26001;35,749996;0
2100857;100;194,19002;1,12;3,5400002;143,65999;54,07;0
2100858;107;416,43005;18,44;124,63996;0,5;540,56976;0
2100859;103;265,24;10,62;117,29001;0,5;382,03006;0
2100860;104;268,99002;1,59;32,88;118,409996;183,46002;0
2100861;99;255,43;3,97;94,159996;0,5;349,08997;0
2100862;98;216,55;1,78;38,95001;29,420004;226,08005;0
2100863;99;244,79999;2,01;87,26;11,429999;320,62976;0
2100864;102;223,09999;34,17;77,77;0;300,87;0
2100865;105;208,95001;93,16;86,72997;0,25;295,43005;0
2100866;102;215,83998;1,74;45,450005;30,28;231,00995;0
2100867;94;202,57999;2,49;74,95;5,4800005;272,04996;0
2100868;102;210,77;5,33;68,39;1,38;277,78015;0
2100869;92;186,77003;2,02;44,45;12,33;218,89;0
2100870;99;206,52008;1;0;206,52008;0;0
2100871;97;201,43001;1,59;32,349995;45,869995;187,90996;0
2100872;89;188,2;1,28;12,839997;78,20001;122,840004;0
2100873;101;205,72;22,21;93,91;0;299,62997;0
2100874;107;232,42996;1,35;21,470001;105,79998;148,10002;0
2100875;95;212,49992;1,62;35,280003;35,579998;212,20004;0
2100876;100;186,51991;18,4;110,710014;0,25;296,98004;0
2100877;102;181,68996;1,75;27,680006;33,38;175,98999;0
2100878;100;215,87996;1,06;0,8499999;190,93999;25,789999;0
2100879;93;199,80002;1;0;199,80002;0;0
2100880;118;424,59988;1,36;62,719997;72,33;414,99002;0
2100881;113;245,93001;1,09;2,2400005;207,02002;41,14999;0
2100882;107;290,3999;3,84;88,16;4,95;373,61008;0
2100883;112;231,29994;7,91;69,71001;3;298,01;0
2100884;108;333,55005;2,68;89,729996;12,3;410,98004;0
2100885;116;223,16002;2,42;56,95002;18,480001;261,63;0
2100886;105;180,73001;1,28;15,43;56,200005;139,95996;0
2100887;97;190,18999;1,26;13,340002;75,69001;127,84;0
2100888;100;196,44998;3,27;69,93;12,68;253,70003;0
2100889;100;171,84999;1,08;1,5;140,74998;32,6;0
2100890;97;206,62994;11,55;98,680016;0;305,30997;0
2100891;100;220,14006;1,79;47,46999;37,520004;230,08997;0
2100892;101;335,2099;4,67;114,53;1,25;448,49008;0
2100893;104;220,72005;4,4;94,84001;1;314,56;0
2100894;104;203,69997;1,08;2,3300006;150,03001;56,000004;0
2100895;97;231,79002;4,22;107,72999;1;338,52005;0
2100896;112;246,80995;1,4;31,319996;78,94;199,19002;0
2100897;107;287,21005;2,03;71,60999;19,250002;339,5701;0
2100898;108;252,54;1,02;0,00999999;252,29;0,26;0
2100899;104;223,56001;1,09;1,3600004;197,97002;26,95;0
2100900;122;463,36;1,98;93,31999;18,82;537,86005;0
2100901;106;229,13005;6,91;89,899994;2,25;316,77994;0
2100902;109;233,43997;1,1;2,3799999;191,27998;44,539997;0
2100903;105;212,71997;29,61;132,09004;0;344,8099;0
2100904;114;342,62018;1,83;77,15001;23,680002;396,0899;0
2100905;98;189,80997;4,23;56,109997;3;242,91998;0
2100906;107;199,68007;3,12;68,509995;3,9900002;264,19995;0
2100907;102;197,30998;1;0;197,30998;0;0
2100908;101;215,17001;20,53;103,42;0;318,59;0
2100909;109;295,91986;1,22;31,120003;92,94;234,1;0
2100910;104;243,61009;1,89;49,03001;35,05;257,59003;0
2100911;109;307,80988;1,4;41,360004;51,590004;297,58;0
2100912;99;209,84001;1;0;209,84001;0;0
2100913;104;223,90001;1,19;6,210001;150,01001;80,09998;0
2100914;138;417,26007;1,72;71,41;37,1;451,57013;0
2100915;106;221,09003;10,36;101,80004;0,5;322,38998;0
2100916;102;224,02997;11,21;117,58998;0,5;341,12006;0
2100917;114;216,97993;2,52;42,06999;8,45;250,60002;0
2100918;105;193,27997;1,84;38,63999;30,66;201,25998;0
2100919;104;193,97995;1;0;193,97995;0;0
2100920;99;196,95;148,38;95,86002;0;292,80994;0
2100921;106;330,63013;2,63;90,76;15,02;406,37012;0
2100922;101;373,14996;3,04;158,64996;15,05;516,7502;0
2100923;104;333,39;1,15;6,550001;255,66997;84,270004;0
2100924;101;247,29005;1;0;247,29005;0;0
2100925;122;521,95996;1,75;86,779976;40,699993;568,04016;0
2100926;113;225,21994;1,26;13,800002;102,00998;137,00998;0
2100927;94;243,30997;2,23;69,97001;23,020004;290,25998;0
2100928;99;190,79002;3,64;56,58;4,41;242,95999;0
2100929;100;349,21017;2,66;123,32002;7,9700003;464,56003;0
2100930;95;192,20998;1,59;25,559994;47,63;170,14001;0
2100931;96;212,93002;1;0;212,93002;0;0
2100932;88;217,74004;2,48;88,55003;5,73;300,5599;0
2100933;96;217,40004;1,45;27,640007;70,59;174,45;0
2100934;89;292,66003;2,75;103,53999;0,25;395,94995;0
2100935;98;229,24002;2,8;68,95;7,45;290,74002;0
2100936;100;300,38995;5,15;134,96997;3,25;432,11014;0
2100937;104;224,96002;2,68;68,57;2,5;291,0301;0
2100938;92;192,42995;1,12;5,1500015;121,92;75,659996;0
2100939;98;235,95001;7,53;103,55002;0,25;339,25006;0
2100940;101;231,26996;1,01;0;231,26996;0;0
2100941;102;221,25002;1,05;0,9799998;191,91998;30,310001;0
2100942;116;489,53998;1,28;61,020016;103,029976;447,5299;0
2100943;112;267,75992;2,66;78,01998;5,2;340,58008;0
2100944;117;282,29007;2,2;63,11;27,289997;318,10995;0
2100945;103;221,53004;1,49;28,029997;66,04;183,51996;0
2100946;100;260,35995;1,07;1,4499998;224,37996;37,43;0
2100947;100;218,09004;2,16;51,31002;17,619999;251,78004;0
2100948;100;224,35;2,32;64,950005;6,51;282,78998;0
2100949;106;316,91;1,11;3,960001;223,49995;97,36999;0
2100950;100;322,62;7,26;108,96999;0;431,59;0
2100951;106;214,67;1,85;48,600018;28,62;234,65002;0
2100952;107;216,45003;3,45;86,75999;7,62;295,58997;0
2100953;106;286,20993;1,41;42,489983;61,99;266,7101;0
2100954;113;310,37;10,11;137,66997;0,25;447,78995;0
2100955;100;176,14;1,07;1,3899999;144,3;33,229992;0
2100956;93;209,01004;1,53;35,349995;40,21;204,15;0
2100957;99;185,44997;3,26;97,04998;0,25;282,2501;0
2100958;93;197,98999;1,65;31,289999;33,17;196,11005;0
2100959;110;218,20995;1,29;16,260004;95,12001;139,34995;0
2100960;105;202,32996;6,01;88,22998;0,25;290,3101;0
2100961;109;218,80002;1,04;1,16;186,50005;33,459995;0
2100962;98;197,65997;13,2;72,84;0;270,5;0
2100963;108;235,24997;179,83;88,560036;0;323,80994;0
2100964;98;201,73997;1,37;20,800005;69,770004;152,76999;0
2100965;100;207,33995;15,74;64,38001;0;271,72006;0
2100966;103;206,14001;2,43;55,10999;18,259998;242,98994;0
2100967;109;235,55998;1,3;20,879997;62,280006;194,1599;0
2100968;105;209,81999;1,62;33,20999;51,31;191,71994;0
2100969;118;218,20996;3,95;102,76004;3,8799999;317,09018;0
2100970;101;249,37996;1,42;37,2;44,469997;242,10997;0
2100971;97;220,52998;4,43;65,65001;1;285,18;0
2100972;94;176,74;1,23;11,930003;60,09;128,58;0
2100973;119;204,50005;3,33;69,47002;0,69;273,28003;0
2100974;110;184,36998;2,94;51,73999;0,75;235,35995;0
2100975;116;260,11996;1,04;0,35999992;243,74;16,740002;0
2100976;108;204,21999;1,59;30,180002;57,53001;176,87004;0
2100977;116;221,80988;1;0;221,80988;0;0
2100978;104;225,58998;1,17;5,950001;156,56998;74,97;0
2100979;123;420,51993;1,35;56,400005;90,45999;386,4599;0
2100980;111;392,27997;2,61;99,42001;7,48;484,21985;0
2100981;127;423,40005;7,16;153,09004;6,55;569,9399;0
2100982;118;330,29996;1,15;5,140003;262,54004;72,90002;0
2100983;118;303,44006;1,51;57,460014;58,03;302,87006;0
2100984;116;418,02994;1,84;118,57002;20,75;515,85004;0
2100985;104;218,59001;1,69;44,04;44,440002;218,19;0
2100986;122;498,28983;10,78;217,84995;0,25;715,89014;0
2100987;110;250,80998;1,93;39,389984;56,219997;233,98001;0
2100988;114;233,59996;211,56;98,970024;0;332,57007;0
2100989;112;205,32997;3,63;60,81998;3,5;262,6501;0
2100990;119;233,36002;1,64;40,919975;46,390003;227,88992;0
2100991;108;198,33003;4,15;73,40997;0,25;271,49005;0
2100992;103;213,36996;2,91;94,04999;7,0800004;300,33997;0
2100993;105;227,40999;1,39;29,62;71,630005;185,40001;0
2100994;117;197,49994;3,13;76,09002;0,72;272,87006;0
2100995;119;195,07997;1,86;37,72999;26,460001;206,34995;0
2100996;114;208,96996;1,14;8,660002;107,96;109,67002;0
2100997;109;344,33;1,81;73,189995;41,85;375,66998;0
2100998;116;230,31006;1,97;53,030014;10,259999;273,07996;0
2100999;106;234,59991;2,34;82,28998;22,020002;294,8701;0
2101000;118;342,61996;1,68;59,140015;55,980003;345,78003;0
2101001;115;229,03;1,65;42,529995;38,000004;233,56004;0
2101002;102;177,37;1,17;5,08;120,38;62,070004;0
2101003;100;204,7;1,17;8,019999;128,36002;84,36;0
2101004;135;590,70013;2,27;147,83002;4,69;733,8399;0
2101005;117;247,00002;1,83;50,06;59,15;237,91002;0
2101006;111;250,79004;5,95;114,14997;1;363,93988;0
2101007;108;265,09998;1,01;0;265,09998;0;0
2101008;127;455,17007;5,93;150,37001;3;602,54016;0
2101009;102;644,30994;1,31;42,30999;147,55998;539,06006;0
2101010;113;552,8199;1,22;24,05001;116,659996;460,21002;0
2101011;116;735,79004;30,22;133,38998;0;869,18;0
2101012;120;795,1597;2,17;161,93001;29,370003;927,71967;0
2101013;110;556,23004;3,14;84,210014;26,44;614,0001;0
2101014;101;519,37994;2,15;134,09001;0,39;653,08014;0
2101015;108;689,32007;3,17;117,019966;2,5700002;803,7701;0
2101016;112;672,8201;1,62;107,01005;102,79999;677,0301;0
2101017;93;623,71985;1,35;22,020006;491,34;154,40005;0
2101018;94;216,63002;2,26;80,81001;13,970001;283,47003;0
2101019;103;307,63013;1,1;1,76;274,16013;35,23;0
2101020;108;276,84006;3,24;183,31998;0,95;459,2099;0
2101021;100;240,11002;1,2;14,420001;136,78;117,74999;0
2101022;109;296,74002;1,68;54,68;81,44;269,97995;0
2101023;109;256,86008;1,03;0,3100003;239,82007;17,35;0
2101024;95;241,34;1,69;36,820015;62,360004;215,79997;0
2101025;102;355,14987;4,83;147,79997;0;502,9501;0
2101026;107;389,08017;2,21;128,03998;4,83;512,29004;0
2101027;111;581,9802;3,46;205,66995;0,7;786,95;0
2101028;104;228,61993;7,18;147,01;0;375,63;0
2101029;108;239,72997;1,22;16,01;112,98;142,75995;0
2101030;104;266,91995;2,35;63,400005;20,990002;309,3301;0
2101031;106;355,10007;1,99;82,11999;51,989994;385,22995;0
2101032;109;229,27994;2,57;66,229996;7,77;287,73996;0
2101033;101;232,57996;1,91;48,739998;37,680004;243,64;0
2101034;104;234,96997;1,34;21,890001;87,65;169,21004;0
2101035;102;397,02997;1,71;78,57001;51,33;424,26996;0
2101036;116;472,05002;7,27;141,08006;0;613,12994;0
2101037;106;322,93997;1,1;2,7699995;280,49997;45,210003;0
2101038;107;270,37006;1,82;46,150005;58,660004;257,86002;0
2101039;124;614,5204;2,06;235,51997;12,27;837,7702;0
2101040;112;406,11996;1,73;133,65999;58,980003;480,80002;0
2101041;100;214,06003;3,75;75,119995;0;289,17996;0
2101042;104;326,03998;1;11,599999;282,03;55,61;0
2101043;99;249,15;5,54;147,06;0;396,2099;0
2101044;118;266,4599;2,66;80,68;27,54;319,6;0
2101045;117;289,1999;173,77;177,09003;0;466,29;0
2101046;124;297,39996;6,45;187,48996;0,5;484,38995;0
2101047;128;276,26996;1,59;38,100006;68,42001;245,94997;0
2101048;112;248,72997;1,73;47,999996;57,519997;239,20995;0
2101049;110;219,72997;3,26;89,35999;3,2;305,88995;0
2101050;118;236,18999;1,05;0,96000004;198,01;39,139996;0
2101051;102;222,40002;16,67;119,17998;0;341,58;0
2101052;115;226,5;1,13;3,0299993;175,78996;53,740017;0
2101053;125;313,92;1,13;5,010001;248,77003;70,159996;0
2101054;155;585,7102;4,36;242,67996;0,25;828,14;0
2101055;129;521,3599;1,5;92,95;127,13996;487,17017;0
2101056;138;852,34985;1,24;137,27997;152,90999;836,7201;0
2101057;137;675,9104;2,59;179,43999;27,09;828,2602;0
2101058;140;391,0499;1,1;2,8600004;349,73996;44,169994;0
2101059;132;398,6601;1,04;0,8900014;360,08005;39,469997;0
2101060;154;694,7499;3,14;248,15002;4,87;938,0302;0
2101061;141;1042,7904;2,43;295,96994;15,499999;1323,261;0
2101062;126;924,4599;3,02;264,09998;3,46;1185,0999;0
2101063;127;410,84006;1;0;410,84006;0;0
2101064;123;596,1099;3,81;204,42998;2,06;798,48016;0
2101065;127;772,37994;1;0;772,37994;0;0
2101066;124;596,7703;2,38;194,46;15,59;775,64;0
2101067;121;1029,9303;1,23;13,249999;921,9301;121,25001;0
2101068;137;1365,41;1,31;234,30002;143,38004;1456,3303;0
2101069;148;952,2099;1;0;952,2099;0;0
2101070;128;895,19977;1,09;2,1499996;859,9798;37,37;0
2101071;155;1353,1495;8,21;363,44986;0;1716,5997;0
2101072;140;1151,9001;1,73;281,7899;42,069996;1391,62;0
2101073;138;675,46014;1,44;89,24;272,6401;492,06015;0
2101074;130;566,2301;1,59;90,48005;53,059998;603,65045;0
2101075;127;537,41986;48,14;201,33995;0;738,7602;0
2101076;137;591,69995;11,02;185,19995;0,25;776,6501;0
2101077;135;640,93005;2,45;224,8099;10,559999;855,1798;0
2101078;127;693,6801;1,9;193,89987;46,97;840,61;0
2101079;101;224,61989;2,97;74,119995;10,04;288,70007;0
2101080;113;270,72003;4;122,89999;1,35;392,26987;0
2101081;120;390,48;1,3;19,650003;250,54996;159,58002;0
2101082;122;427,24008;5,98;121,76001;1;548,0001;0
2101083;133;537,8001;3,51;261,36005;1,14;798,02014;0
2101084;129;663,14014;1,53;142,10992;119,420006;685,8301;0
2101085;106;192,54997;3,8;69,75003;1,86;260,44003;0
2101086;131;294,00995;2,52;92,20001;29,719997;356,4901;0
2101087;116;367,21005;1,25;13,920001;233,79999;147,32997;0
2101088;116;231,15996;3,89;91,939995;2,5;320,59998;0
2101089;106;239,38004;1,74;42,92998;39,15;243,16;0
2101090;128;321,89987;7,53;113,5;1;434,4001;0
2101091;121;344,44998;3,39;96,42998;55,62;385,26007;0
2101092;120;410,9301;1,33;16,400003;291,68008;135,64998;0
2101093;113;478,73993;1,93;222,76003;28,249998;673,25;0
2101094;118;431,3299;1,15;6,67;344,59998;93,40002;0
2101095;113;222,16994;1,1;3,8699992;151,20996;74,83001;0
2101096;145;502,4099;1,49;76,090004;92,630005;485,86996;0
2101097;134;554,20026;3,85;189,62012;5,25;738,57;0
2101098;134;505,45993;1,43;96,9;67,51;534,85004;0
2101099;144;707,02997;1,92;159,70996;42,489998;824,25;0
2101100;137;274,3599;6,34;88,02;1;361,3801;0
2101101;139;336,8399;1,14;12,140002;180,73996;168,23994;0
2101102;119;288,47995;2,27;87,81;19,619999;356,66992;0
2101103;121;474,36978;24,63;147,26999;1;620,6401;0
2101104;133;311,54996;3,01;111,66;4,33;418,87994;0
2101105;126;269,33997;1,24;15,380002;125,19;159,52995;0
2101106;115;255,05;1,16;7,5600014;142,35005;120,26002;0
2101107;99;220,41998;1,01;0,03999996;216,51;3,95;0
2101108;150;592,88007;2,35;155,28008;12,53;735,62994;0
2101109;126;314,44995;1,55;58,26001;58,820004;313,89;0
2101110;125;514,33997;4,41;155,15009;2,5;666,98987;0
2101111;140;308,81;5,34;96,329994;2,75;402,38986;0
2101112;141;628,5501;4,54;182,13995;2,79;807,9003;0
2101113;130;285,33002;3,97;138,7499;3,23;420,8501;0
2101114;120;297,66;6,62;127,02001;1;423,67996;0
2101115;132;279,03998;6,46;110,65;2,37;387,32;0
2101116;110;256,80002;2,43;103,11;18,380001;341,5299;0
2101117;107;243,03996;1,57;36,519997;63,400005;216,16;0
2101118;107;241,93999;3,09;100,02996;5;336,97012;0
2101119;116;282,41006;1,04;0,28999975;271,5501;11,15;0
2101120;104;260,34003;1,35;21,350002;104,929985;176,76003;0
2101121;112;296,94006;1,5;36,610004;65,55;268;0
2101122;115;285,9301;1,49;33,59;83,209984;236,30995;0
2101123;131;254,70004;1,23;17,29;111,53;160,45998;0
2101124;110;236,21004;1,23;17,850002;108,78001;145,28001;0
2101125;125;372,32996;6,26;137,41;1,94;507,8001;0
2101126;118;274,34988;1,62;46,219994;45,77;274,80014;0
2101127;129;231,61006;1,05;0,6799997;205,28006;27,010002;0
2101128;113;225,43997;1,03;0,25999975;211,77997;13,919999;0
2101129;162;901,56995;3;180,93994;25,849998;1056,6605;0
2101130;128;239,96005;27,74;118,89997;2;356,86002;0
2101131;143;679,89996;4,01;226,44002;5,6200004;900,71985;0
2101132;139;344,46005;1,22;23,419996;135,40001;232,47998;0
2101133;116;215,43997;1;0;215,43997;0;0
2101134;120;257,66998;4,52;138,66;3,3200002;393,00998;0
2101135;132;250,67007;1,71;44,08;57,920006;236,83002;0
2101136;127;395,3201;5,75;112,78997;1,25;506,86;0
2101137;129;228,90993;3,16;76,84;3,04;302,71002;0
2101138;123;243,16006;2,91;72,47002;14,9;300,72998;0
2101139;113;268,05997;1,14;5,8300023;170,03998;103,850006;0
2101140;114;224,5;6,46;106,72001;1,55;329,6699;0
2101141;116;189,42001;6,81;92,380005;1,5;280,30005;0
2101142;123;258,74994;1,14;5,4499993;170,37;93,83;0
2101143;115;196,67998;1,23;12,790003;82,58998;126,88;0
2101144;122;273,70007;11,55;112,049995;2,2;383,55008;0
2101145;133;270,03995;77,89;129,72003;1;398,7599;0
2101146;135;262,06992;7,12;116,62998;2,67;376,03006;0
2101147;139;269,02002;1,1;4,770002;179,95995;93,83;0
2101148;117;271,3399;1,1;3,7899997;223,66997;51,46;0
2101149;165;646,94995;1,73;111,34998;50,42;707,8798;0
2101150;143;325,20023;2,52;94,849976;19,64;400,41;0
2101151;160;1206,9502;1,36;206,07002;118,37999;1294,64;0
2101152;130;248,04004;1,47;31,43001;68,47001;211,00006;0
2101153;129;315,5502;1,13;7,0400023;230,32997;92,26002;0
2101154;132;290,80002;1,83;53,510002;59,98;284,33;0
2101155;138;467,59995;2,07;136,04997;19,089998;584,56024;0
2101156;145;992,0501;1,97;199,17014;40,92;1150,3;0
2101157;141;647,1699;1,35;92,77003;94,47;645,4698;0
2101158;125;565,9902;1,15;3,659999;504,85992;64,79;0
2101159;141;661,3;10,18;249,70996;2;909,0101;0
2101160;135;253,93;1,07;1,3900001;222,67;32,65;0
2101161;127;268,9699;27,43;136,45;2;403,41992;0
2101162;150;829,25977;2,45;243,18997;42,46;1029,9902;0
2101163;156;583,7901;1,05;0,52999985;566,76013;17,56;0
2101164;130;278,57996;1,08;1,9300003;230,6099;49,899998;0
2101165;142;857,77985;5,87;245,12016;0;1102,8998;0
2101166;154;678,82965;176,84;323,7499;0;1002,57983;0
2101167;148;746,65;3,3;326,28003;5,49;1067,44;0
2101168;129;437,37015;1,81;95,21003;33,58;499,00003;0
2101169;125;727,6995;1,01;0;727,6995;0;0
2101170;140;718,8301;1,3;38,13;474,52997;282,42993;0
2101171;130;272,79996;1,06;0,9200002;242,80997;30,909996;0
2101172;138;594,64014;2,96;175,41005;5,77;764,27966;0
2101173;140;691,80005;1,72;66,33998;423,19;334,94986;0
2101174;128;340,1399;1,06;0,74000025;322,18988;18,689997;0
2101175;148;1406,6398;10,41;402,1799;2;1806,8203;0
2101176;132;514,2899;28,49;248,37013;1;761,6604;0
2101177;149;661,32007;3,71;296,4798;9,21;948,59015;0
2101178;129;398,76;1,1;4,370001;336,75995;66,369995;0
2101179;122;457,73984;2,29;225,73997;21,41;662,0701;0
2101180;121;429,93;3,73;218,6199;6,41;642,13995;0
2101181;131;352,58997;2,78;122,61999;15,5;459,71;0
2101182;113;294,58008;1,73;61,659996;26,23;330,0101;0
2101183;113;248,91992;2,35;77,05002;5,5;320,47003;0
2101184;121;561,5799;1,18;8,090003;471,70004;97,97001;0
2101185;117;635,64984;1,23;16,720001;508,44995;143,92001;0
2101186;121;219,00002;1,25;11,489997;115,54001;114,950005;0
2101187;128;253,77998;1,08;2,0200007;217,09996;38,7;0
2101188;115;225,41998;1,45;26,19;98,999985;152,61002;0
2101189;129;303,34006;1,83;71,60999;21,91;353,0401;0
2101190;129;313,06995;10,19;143,22005;1,76;454,5299;0
2101191;132;323,3699;1,14;6,6899996;239,99998;90,06001;0
2101192;129;232,36995;1,49;26,650002;90,609985;168,41;0
2101193;130;286,19012;20,64;135,17001;1,25;420,10995;0
2101194;141;419,65002;1,03;0,15999997;413,63004;6,1799994;0
2101195;124;268,59003;1;0;268,59003;0;0
2101196;149;556,24005;3,61;155,61003;4,7200003;707,1297;0
2101197;157;490,88998;17,67;163,28;1,25;652,9199;0
2101198;137;371,09985;3,37;155,51994;4,11;522,51;0
2101199;140;301,11002;21,34;126,65002;1,29;426,47003;0
2101200;146;311,0699;51,16;167,38002;1;477,44995;0
2101201;137;203,23997;1,84;36,680008;61,650005;178,26999;0
2101202;121;187,99;1,32;15,640001;68,34;135,28996;0
2101203;118;245,85005;1,27;18,410002;94,06;170,2;0
2101204;115;201,82999;1,64;26,25;56,520004;171,56004;0
2101205;119;251,30988;5,17;84,28;3,56;332,0299;0
2101206;116;203,07997;5,06;82,920006;4,25;281,75;0
2101207;125;246,80997;5,01;112,70998;5;354,51993;0
2101208;115;199,62994;1,17;6,8500013;116,90999;89,57;0
2101209;108;231,41002;3,54;62,51;6,68;287,23984;0
2101210;120;384,89993;1,87;95,16997;23,56;456,51016;0
2101211;139;447,21;1,59;90,72003;49,890003;488,03992;0
2101212;125;258,18994;1,87;45,210026;62,239998;241,15996;0
2101213;129;237,09;3,51;99,13;3,5;332,71994;0
2101214;121;237,83992;1,07;1,6599994;204,40991;35,090004;0
2101215;123;240,65001;1,75;45,239998;50,759995;235,12994;0
2101216;135;273,09995;2,99;98,80997;8,639999;363,26996;0
2101217;131;506,21994;1,21;16,840002;368,16998;154,89001;0
2101218;129;593,24005;4,11;297,5699;4,25;886,55994;0
2101219;120;429,2101;4,91;240,42001;3,17;666,45996;0
2101220;136;281,7099;1,08;0,95000035;262,07996;20,58;0
2101221;112;220,08994;17,22;118,14997;1,75;336,49002;0
2101222;138;261,60992;1,61;49,040012;51,039997;259,61;0
2101223;123;277,37994;2,17;62,57;18,220001;321,7299;0
2101224;123;239,95999;1,06;1,5000007;202,62997;38,829994;0
2101225;120;250,53001;1,13;4,8999996;173,41;82,02001;0
2101226;160;647,14;1,92;113,81;46,339993;714,61;0
2101227;135;301,60007;1,3;21,110004;147,58997;175,11996;0
2101228;146;307,54004;2,16;73,729996;23,589998;357,68008;0
2101229;148;610,7001;3,79;222,29001;3,3;829,6897;0
2101230;146;362,89;2,8;132,56998;14,57;480,8901;0
2101231;136;615,36;1;0;615,36;0;0
2101232;122;219,32993;1,02;0,21000004;207,17992;12,360001;0
2101233;177;1054,2001;3,56;485,61996;12,73;1527,0901;0
2101234;140;356,84018;2,26;129,36;9,06;477,14014;0
2101235;143;316,98;4,25;100,870026;5,8;412,05008;0
2101236;137;396,0701;1,52;42,489994;173,75005;264,81006;0
2101237;129;616,8198;2,04;183,36998;31,96;768,2302;0
2101238;122;646,27997;2,57;276,40005;11,82;910,86017;0
2101239;126;287,64008;1,39;28,049997;122,33999;193,35;0
2101240;117;215,21996;2,05;52,750008;9,87;258,09998;0
2101241;124;312,93005;12,59;86,56;1;398,48996;0
2101242;130;264,44;1,66;49,700005;47,739998;266,4001;0
2101243;127;294,59995;1,33;21,159998;142,58002;173,18001;0
2101244;123;254,97998;10,35;131,44997;1,25;385,1799;0
2101245;125;255,39996;1;0;255,39996;0;0
2101246;118;440,6498;1,88;166,69995;40,100002;567,24994;0
2101247;128;236,21996;15,8;115,93999;1;351,15997;0
2101248;138;290,09;1,3;31,420008;89,69001;231,82004;0
2101249;137;270,38;1,96;61,239975;16,57;315,04996;0
2101250;136;577,3401;3,24;242,1;10,71;808,7302;0
2101251;124;300,56992;1,16;8,369999;189,81003;119,13002;0
2101252;124;253,45999;2,92;84,59996;11,83;326,23016;0
2101253;119;280,71;1,34;30,610003;95,18999;216,13;0
2101254;139;229,49992;1,06;0,6700001;202,27995;27,89;0
2101255;120;271,7999;1,14;5,140001;197,18999;79,74999;0
2101256;153;373,50006;2,07;101,12001;35,220005;439,3999;0
2101257;153;373,93008;1,64;70,59003;50,950005;393,5699;0
2101258;136;398,19995;1,3;46,910007;123,03999;322,06985;0
2101259;130;279,14;1,72;48,370026;41,019997;286,48996;0
2101260;142;328,98013;2,96;111,299995;10,0199995;430,26022;0
2101261;125;252,69997;15,34;107,290016;1;358,98984;0
2101262;123;369,7199;3,31;208,36008;6,8900003;571,1899;0
2101263;128;449,53983;1,4;31,230001;252,87004;227,90004;0
2101264;122;426,20993;1,04;0,5499997;404,29993;22,46;0
2101265;112;553,49;3,47;511,89008;2,32;1063,0598;0
2101266;131;317,74;60,89;122,319984;1;439,05994;0
2101267;131;255,90997;1,1;3,3900015;185,55995;73,73999;0
2101268;123;248,97002;590,11;178,21999;0;427,19003;0
2101269;142;298,18994;5,56;154,98007;3,99;449,18002;0
2101270;141;482,71994;4,95;394,59988;3;874,32;0
2101271;131;227,91995;3,08;111,10999;4,85;334,18;0
2101272;123;250,84;2,12;75,649994;21,609999;304,88004;0
2101273;120;208,88995;1,07;0,8300001;193,93997;15,780002;0
2101274;110;230,47002;1,72;45,849995;24,699999;251,62006;0
2101275;135;636,7797;1,07;1,9100008;585,91974;52,770008;0
2101276;129;591,03;1,03;0,42999983;570,9001;20,56;0
2101277;159;917,67;1,23;48,399998;612,2099;353,86;0
2101278;137;1248,2307;2,15;264,72006;15,06;1497,89;0
2101279;160;1407,9501;4,31;366,71988;1,75;1772,9198;0
2101280;142;1540,5403;11,06;406,47015;2,89;1944,1206;0
2101281;144;446,08;1,68;84,07001;74,36998;455,78003;0
2101282;133;450,28012;2,48;128,71996;9,06;569,9404;0
2101283;127;200,03995;75,81;133,04001;0;333,08005;0
2101284;125;486,38995;1,07;1,4000001;452,96997;34,819996;0
2101285;121;213,94998;1,57;28,76001;63,77;178,93999;0
2101286;142;587,37006;1;0;587,37006;0;0
2101287;133;266,27002;3,96;112,989975;6,34;372,91977;0
2101288;143;568,94;8,38;156,91003;0;725,85;0
2101289;153;613,0302;2,12;165,79999;22,05;756,7801;0
2101290;155;472,12997;2,1;116,97;20,46;568,64026;0
2101291;141;295,91986;4,76;120,18003;0;416,10007;0
2101292;141;254,12997;1,03;0,4599998;238,24998;16,340002;0
2101293;114;239,79997;1,56;31,630003;63,619995;207,81004;0
2101294;125;297,02994;2,02;119,39998;15,900001;400,52994;0
2101295;137;467,65982;56,33;149,74004;0;617,4001;0
2101296;149;1001,12;1,28;90,20999;139,91;951,41986;0
2101297;137;460,85974;7,9;138,31;0,75;598,4199;0
2101298;147;1043,9998;18,89;237,70006;0;1281,7001;0
2101299;145;475,02985;1;0;475,02985;0;0
2101300;132;410,84995;1,48;63,789997;129,91998;344,72;0
2101301;139;241,37997;2,38;64,370026;10,78;294,9699;0
2101302;142;356,08005;4,95;153,58002;0,85;508,81003;0
2101303;152;394,64993;1,77;60,249977;86,61002;368,2901;0
2101304;149;509,50003;1,01;0;509,50003;0;0
2101305;130;342,01004;1,07;3,2499986;275,15005;70,10999;0
2101306;178;577,86993;2,8;177,13004;14,320001;740,6801;0
